ID;TITULO;TIPO;AREAS;MODALIDADE;DATA;HORARIOS;CONFLITOS;IDS_CONFLITOS
27;IMPORTÂNCIA DO PERFIL IMUNOHISTOQUÍMICO PARA O DIAGNÓSTICO DO CÂNCER DE MAMA;ATIVIDADE;[LINGUISTICA_LETRAS_ARTES, CIENCIAS_HUMANAS];PRESENCIAL;2022-12-01;[8, 9, 10, 11];4;[7, 8, 73, 65]
65;Zotero: aprendendo a gerenciar referências;ATIVIDADE;[TODAS];ONLINE;2022-12-01;[8, 9, 10, 11, 12, 14, 15, 16];20;[7, 8, 73, 9, 10, 74, 11, 43, 45, 77, 46, 47, 81, 85, 54, 55, 58, 27, 1, 68]
8;Avaliação e Aprendizagens em caminhos de (re)encontros formativos;MESA_REDONDA;[CIENCIAS_HUMANAS];ONLINE;2022-12-01;[9, 10];4;[7, 73, 27, 65]
55;Microbiologia preditiva como ferramenta para avaliação do comportamento microbiano nos alimentos;ATIVIDADE;[CIENCIAS_AGRARIAS, ENGENHARIAS];ONLINE;2022-12-01;[9, 10, 11];5;[7, 73, 58, 46, 65]
73;Palestra: Criatividade para liderar na era da tecnologia;ATIVIDADE;[CIENCIAS_EXATAS_E_DA_TERRA, ENGENHARIAS, CIENCIAS_HUMANAS];PRESENCIAL;2022-12-01;[9];6;[55, 7, 8, 58, 27, 65]
7;Plano Diretor e Desenvolvimento Sustentável;MESA_REDONDA;[CIENCIAS_SOCIAIS_APLICADA, CIENCIAS_HUMANAS, ENGENHARIAS];PRESENCIAL;2022-12-01;[9, 10];7;[55, 8, 73, 58, 27, 46, 65]
58;Uso de probióticos em alimentos veganos: tendências, perspectivas e inovações tecnológicas.;ATIVIDADE;[CIENCIAS_AGRARIAS, ENGENHARIAS];ONLINE;2022-12-01;[9];4;[55, 7, 73, 65]
46;Mercado de Trabalho em TI: Pernambuco,Brasil Mundo;ATIVIDADE;[CIENCIAS_EXATAS_E_DA_TERRA, ENGENHARIAS];ONLINE;2022-12-01;[10, 11];3;[55, 7, 65]
45;Vitivinicultura no Agreste: interação instituições públicas e vinícolas;ATIVIDADE;[CIENCIAS_BIOLOGICAS, CIENCIAS_DA_SAUDE];PRESENCIAL;2022-12-01;[10, 11];1;[65]
47;Como ferramentas low-code podem ajudar a contornar o apagão da mão de obra de TI;ATIVIDADE;[CIENCIAS_EXATAS_E_DA_TERRA, ENGENHARIAS];PRESENCIAL;2022-12-01;[14, 15, 16];8;[85, 54, 74, 11, 77, 65, 81, 68]
77;Escape Room: Um Palácio Mental;ATIVIDADE;[CIENCIAS_EXATAS_E_DA_TERRA, ENGENHARIAS, CIENCIAS_HUMANAS];PRESENCIAL;2022-12-01;[14, 15, 16, 17];11;[85, 54, 9, 10, 74, 11, 47, 65, 1, 81, 68]
54;Nanofibras pelo método de fiação por sopro (Airbrush): teoria e prática;ATIVIDADE;[CIENCIAS_AGRARIAS, ENGENHARIAS];PRESENCIAL;2022-12-01;[14, 15, 16, 15, 18];10;[85, 11, 59, 12, 77, 47, 63, 65, 81, 68]
10;PENA, JUSTIÇA E NEOLIBERALISMO;MESA_REDONDA;[CIENCIAS_SOCIAIS_APLICADA, CIENCIAS_HUMANAS];ONLINE;2022-12-01;[14, 15, 16];8;[85, 9, 11, 77, 65, 1, 81, 68]
1;Produção de texto em contexto escolar: implicações didáticas acerca do processo de escritura por crianças recém-alfabetizadas;MESA_REDONDA;[LINGUISTICA_LETRAS_ARTES, CIENCIAS_HUMANAS];ONLINE;2022-12-01;[14, 15, 16];8;[85, 9, 10, 11, 77, 65, 81, 68]
9;Produção de texto em contexto escolar: implicações didáticas acerca do processo de escritura por crianças recém-alfabetizadas;MESA_REDONDA;[LINGUISTICA_LETRAS_ARTES, CIENCIAS_HUMANAS];ONLINE;2022-12-01;[14, 15, 16];8;[85, 10, 11, 77, 65, 1, 81, 68]
11;APRESENTACAO TRABALHOS;APRESENTACAO_TRABALHOS;[TODAS];PRESENCIAL;2022-12-01;[14, 15, 16, 17];12;[85, 54, 9, 10, 74, 43, 77, 47, 65, 1, 81, 68]
81;Mediação e conciliação como alternativa na resolução de conflitos;MESA_REDONDA;[TODAS];PRESENCIAL;2022-12-01;[14, 15];11;[85, 54, 9, 10, 74, 11, 77, 47, 65, 1, 68]
85;Gamificação na educação e seus desafios;ATIVIDADE;[CIENCIAS_EXATAS_E_DA_TERRA, ENGENHARIAS, CIENCIAS_HUMANAS];PRESENCIAL;2022-12-01;[15, 16];11;[54, 9, 10, 74, 11, 77, 47, 65, 1, 81, 68]
74;Mixobaralho: um recurso para fixação de aprendizagem no ensino dos mixomicetos.;ATIVIDADE;[CIENCIAS_EXATAS_E_DA_TERRA];ONLINE;2022-12-01;[15];7;[85, 11, 77, 47, 65, 81, 68]
68;Aromaterapia e Saúde Emocional: Os Benefícios dos Óleos Essenciais no dia a dia;ATIVIDADE;[TODAS];PRESENCIAL;2022-12-01;[15, 16, 17];12;[85, 54, 9, 10, 74, 11, 43, 77, 47, 65, 1, 81]
43;Potencial antiinflamatório e anticâncer de plantas do Bioma Caatinga;ATIVIDADE;[CIENCIAS_BIOLOGICAS, CIENCIAS_DA_SAUDE];PRESENCIAL;2022-12-01;[16, 17];3;[11, 65, 68]
12;A Representação Espacial: Cartografia Escolar, Comunitária e Ambiental;MESA_REDONDA;[CIENCIAS_AGRARIAS, ENGENHARIAS, CIENCIAS_HUMANAS];ONLINE;2022-12-01;[18, 19];13;[69, 76, 13, 14, 80, 51, 20, 54, 23, 59, 63, 32, 66]
35;Comércio e política em Pernambuco do século XIX: conversa sobre o livro de Bruno Câmara;ATIVIDADE;[CIENCIAS_SOCIAIS_APLICADA];PRESENCIAL;2022-12-01;[18, 19];5;[69, 76, 13, 80, 66]
63;Incorporação de ingredientes funcionais e prebióticos em iogurtes;ATIVIDADE;[CIENCIAS_AGRARIAS, ENGENHARIAS];ONLINE;2022-12-01;[18];3;[54, 59, 12]
59;Pesquisa e Inovação: A utilização do conhecimento cientifico para a inovação na Industria dos Produtos a base de cereais.;ATIVIDADE;[CIENCIAS_AGRARIAS, ENGENHARIAS];ONLINE;2022-12-01;[18];3;[54, 12, 63]
76;RPG Escola Zumbi: sobreviver ao ensino médio nunca foi tão perigoso.;ATIVIDADE;[CIENCIAS_HUMANAS, CIENCIAS_SOCIAIS_APLICADA];PRESENCIAL;2022-12-01;[18, 19, 20];9;[69, 12, 13, 14, 32, 80, 66, 35, 20]
28;introdução às sequências recorrentes lineares;ATIVIDADE;[CIENCIAS_BIOLOGICAS, CIENCIAS_DA_SAUDE];PRESENCIAL;2022-12-01;[18, 19];6;[69, 23, 25, 14, 80, 66]
20;Agreste Priemevo: Caçadores, Coletores e Cultura - Passado remoto e o Presente Dialogando;MESA_REDONDA;[CIENCIAS_HUMANAS];PRESENCIAL;2022-12-01;[19, 20];8;[69, 12, 76, 13, 14, 32, 80, 66]
51;Desafios e Aprendizados em Gerenciar uma Empresa Júnior;ATIVIDADE;[CIENCIAS_EXATAS_E_DA_TERRA, ENGENHARIAS];PRESENCIAL;2022-12-01;[19];4;[69, 12, 80, 66]
14;Detecção dos Sinais de risco de autismo em bebês através do instrumento IRDI;ATIVIDADE;[CIENCIAS_DA_SAUDE, CIENCIAS_HUMANAS];PRESENCIAL;2022-12-01;[19, 20, 21];10;[69, 23, 12, 76, 28, 13, 32, 80, 66, 20]
23;Detecção dos Sinais de risco de autismo em bebês através do instrumento IRDI;ATIVIDADE;[CIENCIAS_AGRARIAS, CIENCIAS_DA_SAUDE];PRESENCIAL;2022-12-01;[19, 20, 21];6;[69, 12, 28, 14, 80, 66]
32;Mesa redonda sobre a interferência das fake news nas eleições de 2022 à luz do direito eleitoral;ATIVIDADE;[CIENCIAS_HUMANAS];ONLINE;2022-12-01;[19, 20];8;[69, 12, 76, 13, 14, 80, 66, 20]
13;Reflexões sobre a interferência das fake news nas eleições de 2022 à luz do direito eleitoral;MESA_REDONDA;[CIENCIAS_SOCIAIS_APLICADA, CIENCIAS_HUMANAS];ONLINE;2022-12-01;[19, 20];9;[69, 12, 76, 14, 32, 80, 66, 35, 20]
25;Tendências e Perspectivas do Mercado Trabalho do Médico Veterinário;ATIVIDADE;[CIENCIAS_BIOLOGICAS];ONLINE;2022-12-01;[19, 20];4;[69, 28, 80, 66]
80;A interdisciplinaridade na atuação da psicologia social e sua interface com as políticas públicas;ATIVIDADE;[TODAS];ONLINE;2022-12-01;[19, 20];13;[69, 12, 76, 13, 14, 51, 20, 23, 25, 28, 32, 66, 35]
66;Capoeira Angola: da escravidão a educação.;ATIVIDADE;[TODAS];PRESENCIAL;2022-12-01;[19, 20];13;[69, 12, 76, 13, 14, 80, 51, 20, 23, 25, 28, 32, 35]
69;Show da Química: A ludicidade científica;ATIVIDADE;[TODAS];PRESENCIAL;2022-12-01;[19, 20];13;[12, 76, 13, 14, 80, 51, 20, 23, 25, 28, 32, 66, 35]
22;Competências essenciais para o mercado de trabalho;MESA_REDONDA;[TODAS];PRESENCIAL;2022-12-02;[9, 10];2;[18, 67]
67;Oficina Capoeira Angola;ATIVIDADE;[TODAS];PRESENCIAL;2022-12-02;[9, 10, 11];2;[22, 18]
18;Café com RH: Reflexões acerca do mercado de trabalho atual;MESA_REDONDA;[TODAS];PRESENCIAL;2022-12-02;[10, 11, 12];2;[22, 67]
61;Aplicação de óleo estruturado (HIPE, óleogel) como substituto de gordura em alimentos;ATIVIDADE;[CIENCIAS_AGRARIAS, ENGENHARIAS];ONLINE;2022-12-02;[14];2;[26, 16]
15;INFECÇÕES FÚNGICAS OPORTUNISTAS NA COVID-19;MESA_REDONDA;[CIENCIAS_BIOLOGICAS, CIENCIAS_DA_SAUDE];ONLINE;2022-12-02;[14, 15];1;[16]
26;O ESTÍMULO DAS FUNÇÕES EXECUTIVAS E A APRENDIZAGEM DA LEITURA DE CRIANÇAS COM DISLEXIA.;ATIVIDADE;[CIENCIAS_AGRARIAS];ONLINE;2022-12-02;[14, 15, 16];2;[61, 16]
16;APRESENTACAO TRABALHOS;APRESENTACAO_TRABALHOS;[TODAS];PRESENCIAL;2022-12-02;[14, 15, 16, 17];3;[26, 61, 15]
17;Abordagem ao Suicidio;MESA_REDONDA;[CIENCIAS_DA_SAUDE, CIENCIAS_HUMANAS];ONLINE;2022-12-02;[18, 19];0;[]
ID;TITULO;TIPO;AREAS;MODALIDADE;DATA;HORARIOS;CONFLITOS;IDS_CONFLITOS
44;Sequestro de carbono na Caatinga;ATIVIDADE;[CIENCIAS_BIOLOGICAS, CIENCIAS_DA_SAUDE];PRESENCIAL;2022-11-29;[9];0;[]
36;FACETA DIRETA EM RESINA COMPOSTA - UMA VISÃO CONTEMPORÂNEA;ATIVIDADE;[CIENCIAS_SOCIAIS_APLICADA];PRESENCIAL;2022-11-29;[14, 15];2;[75, 82]
78;Game e Metaverso;ATIVIDADE;[CIENCIAS_EXATAS_E_DA_TERRA, ENGENHARIAS, CIENCIAS_HUMANAS];ONLINE;2022-11-29;[14];5;[75, 30, 49, 82, 83]
30;Pedagogia do Sensível: narrativas da experiência;ATIVIDADE;[CIENCIAS_EXATAS_E_DA_TERRA];ONLINE;2022-11-29;[14, 15];4;[75, 78, 49, 83]
83;Qual visão estratégica do Ensino de Computação para atender as oportunidades sociais e históricas do pós-desenvolvimento;ATIVIDADE;[CIENCIAS_EXATAS_E_DA_TERRA, ENGENHARIAS, CIENCIAS_HUMANAS];PRESENCIAL;2022-11-29;[14, 15];5;[75, 78, 30, 49, 82]
82;Sistema Prisional e Direitos Humanos: decisões da Corte Interamericana sobre as unidades de Pernambuco;MESA_REDONDA;[CIENCIAS_HUMANAS, CIENCIAS_SOCIAIS_APLICADA];ONLINE;2022-11-29;[14, 15];4;[75, 78, 83, 36]
49;Visão geral sobre alguns trabalhos em Modelagem Matemática e Computacional.;ATIVIDADE;[CIENCIAS_EXATAS_E_DA_TERRA, ENGENHARIAS];ONLINE;2022-11-29;[14, 15];4;[75, 78, 30, 83]
75;Estratégias de estudo à luz da ciência;ATIVIDADE;[TODAS];PRESENCIAL;2022-11-29;[14, 15];6;[78, 30, 49, 82, 83, 36]
84;Ambiente virtual de Aprendizagem com licença livre: implantação e utilização do ambiente Openredu;ATIVIDADE;[CIENCIAS_EXATAS_E_DA_TERRA, ENGENHARIAS, CIENCIAS_HUMANAS];ONLINE;2022-11-29;[16, 17];0;[]
2;ABERTURA;ABERTURA;[TODAS];PRESENCIAL;2022-11-29;[18, 19, 20, 21];1;[52]
52;Vivências de um Engenheiro de Comissionamento de Subestações de Energia;ATIVIDADE;[CIENCIAS_AGRARIAS, ENGENHARIAS];ONLINE;2022-11-29;[19];1;[2]
71;A importância da contação de história na infância: fatos e artefatos da contação de história.;ATIVIDADE;[LINGUISTICA_LETRAS_ARTES, CIENCIAS_HUMANAS];PRESENCIAL;2022-11-30;[8, 9, 10, 11, 12, 14, 15, 16];5;[21, 70, 24, 79, 3]
79;Micro-história, biografias e trajetórias de vida: personagens e sujeitos anônimos da História;ATIVIDADE;[CIENCIAS_HUMANAS, CIENCIAS_SOCIAIS_APLICADA];PRESENCIAL;2022-11-30;[8, 9, 10, 11, 12, 14, 15, 16];5;[21, 70, 71, 24, 3]
41;“Na bancada: aprendendo as bases e princípios da prática laboratorial”;ATIVIDADE;[CIENCIAS_BIOLOGICAS, CIENCIAS_DA_SAUDE];PRESENCIAL;2022-11-30;[8, 9, 10, 11, 12, 14, 15, 16];5;[37, 70, 39, 24, 40]
37;Atendimento à paciente com necessidades especiais;ATIVIDADE;[CIENCIAS_DA_SAUDE];ONLINE;2022-11-30;[9, 10];2;[24, 41]
24;Oficina de Produtos Naturais;ATIVIDADE;[CIENCIAS_DA_SAUDE, CIENCIAS_HUMANAS];PRESENCIAL;2022-11-30;[9, 10, 11];4;[37, 71, 41, 79]
62;Processos alternativos de secagem de alimentos: Aplicação em quueijo minas frescal;ATIVIDADE;[CIENCIAS_AGRARIAS, ENGENHARIAS];PRESENCIAL;2022-11-30;[9, 10];0;[]
50;Minicurso de introdução ao Arduino;ATIVIDADE;[CIENCIAS_EXATAS_E_DA_TERRA, ENGENHARIAS];ONLINE;2022-11-30;[14, 15, 16, 17];5;[53, 21, 70, 56, 57]
53;Nanotecnologia em embalagens de alimentos, uma resposta ao Impacto Ambiental?;ATIVIDADE;[CIENCIAS_AGRARIAS, ENGENHARIAS];PRESENCIAL;2022-11-30;[14, 15];5;[21, 70, 56, 57, 50]
57;Sistemas superhidrofóbicos aplicados em embalagens de alimentos: impacto na redução no desperdício de alimentos;ATIVIDADE;[CIENCIAS_AGRARIAS, ENGENHARIAS];ONLINE;2022-11-30;[14];3;[53, 70, 50]
70;CINEMA PARA VER, GOSTAR, APRENDER, ENSINAR E SER FELIZ;ATIVIDADE;[TODAS];ONLINE;2022-11-30;[14, 15];10;[53, 21, 71, 39, 56, 41, 57, 79, 50, 3]
39;Cianobactérias terrestres e a formação de biocrostas;ATIVIDADE;[CIENCIAS_DA_SAUDE];PRESENCIAL;2022-11-30;[15, 16];3;[70, 40, 41]
3;Direitos Humanos e a defesa dos direitos indígenas;MESA_REDONDA;[CIENCIAS_SOCIAIS_APLICADA, CIENCIAS_HUMANAS];ONLINE;2022-11-30;[15, 16];4;[21, 70, 71, 79]
21;Gestão de Bacias Hidrográficas: O debate ambiental como categoria transversal.;MESA_REDONDA;[CIENCIAS_AGRARIAS, ENGENHARIAS, CIENCIAS_HUMANAS];PRESENCIAL;2022-11-30;[15, 16];7;[53, 70, 71, 56, 79, 50, 3]
56;Produtos Plant based e a Indústria de Alimentos Cárneos;ATIVIDADE;[CIENCIAS_AGRARIAS, ENGENHARIAS];ONLINE;2022-11-30;[15];4;[53, 21, 70, 50]
40;Uso de Veículos Aéreos Não Tripulados (VANTs) no monitoramento de florações de cianobactérias;ATIVIDADE;[CIENCIAS_BIOLOGICAS, CIENCIAS_DA_SAUDE];PRESENCIAL;2022-11-30;[16, 17];2;[39, 41]
4;A problemática socioambiental urbana;MESA_REDONDA;[CIENCIAS_SOCIAIS_APLICADA, CIENCIAS_HUMANAS, ENGENHARIAS];PRESENCIAL;2022-11-30;[18, 19, 20];7;[60, 31, 64, 48, 33, 34, 19]
31;Autismo e a atuação docente em sala de aula regular dos anos iniciais.;ATIVIDADE;[CIENCIAS_HUMANAS];PRESENCIAL;2022-11-30;[18, 19, 20];4;[64, 33, 34, 4]
42;Espectroscopia na prática laboratorial;ATIVIDADE;[CIENCIAS_BIOLOGICAS, CIENCIAS_DA_SAUDE];PRESENCIAL;2022-11-30;[18, 19, 20, 21];4;[5, 38, 6, 64]
5;Integração na estética orofacial: Possibilidades e tendências.;MESA_REDONDA;[CIENCIAS_DA_SAUDE];ONLINE;2022-11-30;[18, 19];4;[38, 6, 42, 64]
60;O Engenheiro de Alimentos e as certificações em alimentos plant-based;ATIVIDADE;[CIENCIAS_AGRARIAS, ENGENHARIAS];ONLINE;2022-11-30;[18];2;[64, 4]
34;O apoio ao Imperador D. Pedro I na Província de Pernambuco: reflexões sobre a formação do Império do Brasil;ATIVIDADE;[CIENCIAS_HUMANAS, CIENCIAS_SOCIAIS_APLICADA];PRESENCIAL;2022-11-30;[18, 19];4;[31, 64, 33, 4]
72;Possibilidades de atuação do Engenheiro de Alimentos dentro do mercado de trabalho;ATIVIDADE;[CIENCIAS_EXATAS_E_DA_TERRA];ONLINE;2022-11-30;[18, 19];4;[29, 64, 48, 19]
38;Prescrição Médica: orientações adequadas para o uso de medicamentos?;ATIVIDADE;[CIENCIAS_DA_SAUDE];PRESENCIAL;2022-11-30;[18, 19, 20, 21];4;[5, 6, 42, 64]
64;Confecção de TURBANTES: contando histórias;ATIVIDADE;[TODAS];PRESENCIAL;2022-11-30;[18, 19, 20];13;[5, 38, 6, 72, 42, 48, 19, 60, 29, 31, 33, 34, 4]
29;LIMITES E POSSIBILIDADES PARA A REALIZAÇÃO DE PRÁTICAS INTERDISCIPLINARES NO ENSINO DE MATEMÁTICA;ATIVIDADE;[CIENCIAS_EXATAS_E_DA_TERRA];PRESENCIAL;2022-11-30;[19];4;[72, 64, 48, 19]
19;Métodos Ágeis nas abordagens acadêmica e de mercado;MESA_REDONDA;[ENGENHARIAS, CIENCIAS_EXATAS_E_DA_TERRA];ONLINE;2022-11-30;[19, 20];5;[72, 29, 64, 48, 4]
33;O poder do voto: História e Memória do Sufrágio [no Brasil].;ATIVIDADE;[CIENCIAS_HUMANAS, CIENCIAS_SOCIAIS_APLICADA];ONLINE;2022-11-30;[19, 20, 21];4;[31, 64, 34, 4]
6;Psiquiatria Veterinária: um olhar integrativo para os transtornos mentais em cães e gatos;ATIVIDADE;[CIENCIAS_AGRARIAS, CIENCIAS_DA_SAUDE];ONLINE;2022-11-30;[19, 20];4;[5, 38, 42, 64]
48;Solução de EDO Pelo Método das Diferenças Finitas Utilizando MATHCAD;ATIVIDADE;[CIENCIAS_EXATAS_E_DA_TERRA, ENGENHARIAS];PRESENCIAL;2022-11-30;[19, 20, 21];5;[72, 29, 64, 19, 4]
27;IMPORTÂNCIA DO PERFIL IMUNOHISTOQUÍMICO PARA O DIAGNÓSTICO DO CÂNCER DE MAMA;ATIVIDADE;[LINGUISTICA_LETRAS_ARTES, CIENCIAS_HUMANAS];PRESENCIAL;2022-12-01;[8, 9, 10, 11];4;[7, 8, 73, 65]
65;Zotero: aprendendo a gerenciar referências;ATIVIDADE;[TODAS];ONLINE;2022-12-01;[8, 9, 10, 11, 12, 14, 15, 16];20;[7, 8, 73, 9, 10, 74, 11, 43, 45, 77, 46, 47, 81, 85, 54, 55, 58, 27, 1, 68]
8;Avaliação e Aprendizagens em caminhos de (re)encontros formativos;MESA_REDONDA;[CIENCIAS_HUMANAS];ONLINE;2022-12-01;[9, 10];4;[7, 73, 27, 65]
55;Microbiologia preditiva como ferramenta para avaliação do comportamento microbiano nos alimentos;ATIVIDADE;[CIENCIAS_AGRARIAS, ENGENHARIAS];ONLINE;2022-12-01;[9, 10, 11];5;[7, 73, 58, 46, 65]
73;Palestra: Criatividade para liderar na era da tecnologia;ATIVIDADE;[CIENCIAS_EXATAS_E_DA_TERRA, ENGENHARIAS, CIENCIAS_HUMANAS];PRESENCIAL;2022-12-01;[9];6;[55, 7, 8, 58, 27, 65]
7;Plano Diretor e Desenvolvimento Sustentável;MESA_REDONDA;[CIENCIAS_SOCIAIS_APLICADA, CIENCIAS_HUMANAS, ENGENHARIAS];PRESENCIAL;2022-12-01;[9, 10];7;[55, 8, 73, 58, 27, 46, 65]
58;Uso de probióticos em alimentos veganos: tendências, perspectivas e inovações tecnológicas.;ATIVIDADE;[CIENCIAS_AGRARIAS, ENGENHARIAS];ONLINE;2022-12-01;[9];4;[55, 7, 73, 65]
46;Mercado de Trabalho em TI: Pernambuco,Brasil Mundo;ATIVIDADE;[CIENCIAS_EXATAS_E_DA_TERRA, ENGENHARIAS];ONLINE;2022-12-01;[10, 11];3;[55, 7, 65]
45;Vitivinicultura no Agreste: interação instituições públicas e vinícolas;ATIVIDADE;[CIENCIAS_BIOLOGICAS, CIENCIAS_DA_SAUDE];PRESENCIAL;2022-12-01;[10, 11];1;[65]
47;Como ferramentas low-code podem ajudar a contornar o apagão da mão de obra de TI;ATIVIDADE;[CIENCIAS_EXATAS_E_DA_TERRA, ENGENHARIAS];PRESENCIAL;2022-12-01;[14, 15, 16];8;[85, 54, 74, 11, 77, 65, 81, 68]
